Date,Ticker,Open,High,Low,Close,Adj Close,Volume,HH,LL,Volume_chg,Intra_ret,Return_1D,Return_3D,SMA_5D,SMA_13D,SMA_21D,SD_5D,SD_13D,SD_21D,EMA_5D,EMA_13D,EMA _21D,AutoCorr_1,AutoCorr_5,AutoCorr_13,GARCH,CCI,CCI_5D_mean,CCI_5D_std,CCI_13D_mean,CCI_13D_std,CCI_21D_mean,CCI_21D_std,MACD,MACD_signal,MACD_hist,RSI,RSI_5D_mean,RSI_5D_std,RSI_13D_mean,RSI_13D_std,RSI_21D_mean,RSI_21D_std,Will_R,ADX,TRIX,OBV,OBV_chg,PX_slope,PX_slope_chg,s_High,s_Low,s_Close,s_HH,s_LL,Volume_rank,High_rank
2019-06-28,0002.HK,86.099998,86.550003,85.699997,86.199997,86.199997,2304928,90.699997,85.300003,-0.12052704397044267,-0.0011607546619813813,-0.004618949298359154,0.0,-0.0004360243411821285,-0.003682875306984951,-0.0024694199822779673,0.008284390389841979,0.014364865295899072,0.013003838829401364,-0.0018689073506505218,-0.002431815862593729,-0.0020508274536654102,0.9144349155576742,0.66792443178162,0.5105640087970704,1.288902293310607,-95.31607852827904,-110.92404872313448,14.495581292958876,-70.98760321040713,51.22073309658654,-47.681789879776524,54.26542872819482,-0.8736193347754835,-0.5436286433506266,-0.3299906914248569,30.000008181812987,38.532154454844004,5.059362375049437,39.06262960204389,5.316899546796356,44.60765060458272,8.596247134246322,-83.33342592602892,19.609614713414636,-0.07982160256232483,184755441,-0.01232184033593986,-0.32967075384615435,0.011428402197801946,1.0052265390296524,0.9953542275343606,1.0011614285984072,1.0522041781509577,0.9895592339753796,4.0,26.0
2019-07-02,0002.HK,86.449997,87.349998,86.0,87.349998,87.349998,4526173,90.25,85.300003,0.9636938767718556,-0.01035683625651255,0.01334107935061768,0.02023775390046136,0.0013062633096341926,-0.001169997018560012,-0.0013890931700703045,0.010289488386722638,0.014257162262952898,0.013341991550503932,0.0032010882164388785,-0.0001785451178492417,-0.0006515631987305819,0.914733303467638,0.6721791947973899,0.5068490532926252,1.3005695500375831,-55.16746296819088,-99.45202738851853,28.67349262074282,-73.41192016043169,49.51086765638411,-52.01858411766772,50.77844984668069,-0.8158042403233594,-0.5980637627451731,-0.21774047757818624,36.776853049662016,37.30345400987771,4.434660168502903,39.06453287866496,5.316007885847498,43.44669039336956,7.864619320753031,-58.58593449652602,19.210919532372134,-0.08988688593607025,189281614,0.024498185144111728,-0.2676927032967036,0.061978050549450776,1.0104106539182414,0.9947947135267108,1.0104106539182414,1.0331997946926113,0.976531253040212,4.0,26.0
2019-07-03,0002.HK,87.050003,88.150002,86.800003,88.050003,88.050003,2650342,90.25,85.300003,-0.4144408532329629,-0.011422168336615085,0.008013795260762402,0.01660507654006385,0.00429152461815181,-0.0008567381559647305,-0.00024114169542252672,0.00943898946831065,0.014422608868815563,0.013047423308523556,0.0048053238978800535,0.0009917892219524216,0.00013619666122332658,0.9125762479380012,0.6615478881523568,0.4960349437526505,1.2792449668676482,-18.994763644588524,-79.96094829146801,43.51321839658241,-71.09393596638188,51.41141879260441,-52.047844751454974,50.75826992066994,-0.7053697447802705,-0.6195249591521926,-0.08584478562807785,46.6063403697623,38.72773048700542,6.129982888622152,39.44163425156715,5.680247661657996,43.08963619787432,7.51918360167913,-44.44441077439033,18.193337420013812,-0.09536857539882578,191931956,0.01400211010457686,-0.2293408615384617,0.03835184175824189,1.0126364039298197,0.9971280874051204,1.011487650379518,1.0249857685978727,0.9687677466632229,6.0,26.0
2019-07-04,0002.HK,88.550003,88.550003,87.849998,87.949997,87.949997,1322959,90.25,85.300003,-0.5008346092692944,0.006798961034729659,-0.0011357864462537837,0.020098294206414173,0.005456476426074208,-0.000857822209570937,-0.00016093729293041394,0.007944166868238955,0.014422630972995891,0.013035949302407231,0.002824953783168774,0.0006878498407801066,2.0561833270861906e-05,0.9106160257803216,0.6552352308989393,0.4844115968671176,1.2406492496510468,2.1338466581877484,-53.25244781346858,44.9988040645451,-67.6938497024168,54.83846068947114,-49.60548976153369,52.1200838939728,-0.6187862768216519,-0.6193772226860845,0.000590945864432646,44.444434156402416,39.88552889232696,6.638519231716574,40.00329584288136,5.793854899543387,42.853318302040854,7.387539083721514,-46.46473523115277,16.940734157919238,-0.09757490763118047,190608997,-0.006892854257161796,-0.17901120219780234,0.05032965934065933,1.0,0.9920948054626264,0.9932240996084436,1.0261512572877065,0.9698693110813864,4.0,26.0
2019-07-05,0002.HK,87.949997,88.599998,87.849998,88.25,88.25,1308942,90.25,85.300003,-0.010595188513022658,-0.003405258740129577,0.003411063220388755,0.010250682129734763,0.0038022404174311796,-0.0005954327310794944,-0.00013317496027663909,0.007144581994892253,0.014470486938852571,0.013043251925659449,0.0030203235955754346,0.0010768803235813422,0.0003287892320997616,0.9082235907426256,0.6436955569322323,0.4638189470813777,1.2063766442320734,7.8184780463055965,-31.90519608731297,43.20121252911055,-65.0527249435094,57.73712512315353,-47.413400536156594,53.57094846063639,-0.5199666677165169,-0.5994951116921711,0.07952844397565417,46.36363231406026,40.838253614339976,7.258920568821906,41.193573117778655,5.337051306648618,42.52402887447384,7.04581832897888,-40.40406489135249,15.738102931163196,-0.09664116157999662,191917939,0.006867157482602915,-0.11813195164835175,0.06087925054945061,1.007390574441975,0.9988630016667313,1.0034110632203888,1.0226628895184136,0.9665722719546742,5.0,26.0
2019-07-08,0002.HK,88.050003,88.199997,87.25,87.550003,87.550003,2499385,90.25,85.300003,0.909469632726278,0.005694776015770932,-0.007931977337110485,-0.005694776015770878,0.0031396348096809127,-0.000903243030963751,-0.0003228834440577205,0.008196956853788968,0.014589410497451131,0.013130194804661805,-0.0006304433819865388,-0.00021009934223177595,-0.0004221895469193525,0.904324214150015,0.6406445467355392,0.4611713955046229,1.1879982830817029,-16.049651811154376,-16.051910743888033,24.69414934449275,-61.36235350919336,59.31982971031542,-46.39437128060691,53.971994731952364,-0.4924585675034621,-0.5780878028544293,0.08562923535096723,43.5897578347262,43.55620354492263,3.9979577158594064,41.745116511192606,5.170481723216941,42.103570517807825,6.679731907782139,-54.545426997228454,15.094432233217148,-0.09498686706134526,189418554,-0.013023196336013121,-0.07373611868131845,0.04439583296703331,1.001703509311635,0.9909142195032066,0.9943214084842223,1.0308394849512454,0.974300400652185,7.0,26.0
2019-07-09,0002.HK,87.300003,88.199997,87.300003,87.300003,87.300003,1989900,90.25,85.300003,-0.20384414565983236,0.0,-0.002855511038646119,-0.007417939863459491,-9.968326817184623e-05,-0.0017733183535674386,-0.000674571742133875,0.006086189317317078,0.014319553226836243,0.013092568904192388,-0.0013721326008730654,-0.0005880152988623964,-0.0006434005916217861,0.8978224226843906,0.6232078152170928,0.4423748662954056,1.1545843404442064,-14.372612556622016,-7.892940661574262,12.032806197657886,-60.74113235341356,59.80164173560528,-45.64115151409084,54.318702546938496,-0.4852375936328173,-0.5595177610101069,0.0742801673772896,43.965553507666414,44.993943636523504,1.3970643319674556,41.93652361906264,5.205677126033157,41.56859737207857,5.992983540416055,-59.59593510864751,14.496738013695815,-0.09328531514880042,187428654,-0.010505306676557136,-0.04142839560439532,0.03230772307692313,1.0103092092677246,1.0,1.0,1.0337914879567645,0.9770904933416784,5.0,26.0
2019-07-10,0002.HK,87.449997,87.900002,87.199997,87.300003,87.300003,1826003,90.25,85.300003,-0.08236444042414193,0.0017166699494759546,0.0,-0.010823198603588992,-0.0017024423203243267,-0.002461285870298514,-0.0016945970088228695,0.00416845359945061,0.013972398866534176,0.012080395745354,-0.0009147550672487103,-0.0005040131133106255,-0.0005849096287470783,0.8871608849791324,0.6064045598697212,0.4066431686228997,1.1200128824580384,-15.137368725930465,-7.121461677842651,11.240652397473712,-63.10756164068262,57.07434361204026,-47.4511051591206,52.525284422407,-0.4740503623252437,-0.5424242812731342,0.06837391894789058,40.092211811591184,43.69111792488929,2.277472967695968,41.108451060769724,4.473054125847499,40.95674245352036,5.400461816421258,-59.59593510864751,14.026038384019033,-0.09144513475111474,187428654,0.0,0.02175842197802221,0.06318681758241754,1.0051458549506869,0.9971412234582466,0.9982848026855852,1.0337914879567645,0.9770904933416784,5.0,26.0
2019-07-11,0002.HK,87.849998,88.75,87.650002,87.800003,87.800003,2058297,88.75,85.300003,0.12721446788422575,0.0005692570573920911,0.005727376664580453,0.002851441811641413,-0.0003298096981574794,0.0012607629206483274,-0.0013955875864983547,0.005361075716093284,0.007152010258782744,0.012187332449369436,0.0012992888433610106,0.00038618542638809984,-1.1065420262756556e-05,0.8886599702768793,0.5811903882740791,0.3964619736480986,1.0960542841134493,20.297245985497508,-3.4887818123807,16.624921411779475,-49.545579433243944,54.02506058468194,-48.205291940561196,51.366009810667855,-0.4199971142942189,-0.5179388478773512,0.0979417335831323,38.38865852064508,42.47996279773782,3.2000640287819007,40.991401064518215,4.5266081417743464,40.382934590051825,4.96525113091366,-27.536168872030824,13.259439017139629,-0.08831341270735057,189486951,0.010981762692485741,0.1350552021978025,0.11329678021978028,1.0102447583436485,0.9977234376260316,0.9994309049386659,1.010820011019817,0.9715261968726812,4.0,26.0
2019-07-12,0002.HK,87.599998,88.050003,87.599998,87.800003,87.800003,1146769,88.75,85.550003,-0.4428554285411678,-0.0022805596983400647,0.0,0.005711037599818253,-0.0010120223422352304,0.0009046366824532447,-0.000475285757978997,0.004968704688355127,0.007085233795313377,0.011474474323638708,0.0008661925622406737,0.00033101607976122844,-1.005947296614232e-05,0.8885468585172397,0.5616607389546953,0.3898029444632444,1.0635457369876966,8.811616917378961,-3.290154038166027,16.798812950824395,-40.211795851809356,52.702596095288975,-46.659436724596894,52.61520108791886,-0.3728614115429281,-0.4889233606104666,0.11606194906753853,60.44773902879975,45.29678414068572,8.789870882730298,42.339661353311,7.05383419604741,41.51129785553809,6.541217747022357,-29.68743408196936,12.499395081701293,-0.08427632499978402,189486951,0.0,0.1321981890109894,-0.002857013186813112,1.0051370434962796,1.0,1.0022831621525836,1.010820011019817,0.9743735771854132,2.0,26.0
